rank	character	count	cumulative	pinyin	eng
2445	肆	3956	98.3692705544	si4	four (fraud-proof)/market
2446	坎	3948	98.3713108221	kan3	pit/threshold
2447	轿	3942	98.3733479891	jiao4	sedan chair
2448	棚	3929	98.3753784379	peng2	shed
2449	泣	3929	98.3774088867	qi4	to sob
2450	屡	3925	98.3794372683	lu:3/lv3	time and again
2451	躁	3917	98.3814615157	zao4	hot-tempered/impatient
2452	邱	3912	98.3834831791	qiu1	(surname)/mound
2453	凰	3911	98.3855043258	huang2	phoenix
2454	溢	3909	98.3875244389	yi4	overflow
2455	椎	3888	98.3895336995	chui2/zhui1	a hammer, spine
2456	砸	3881	98.3915393426	za2	smash/smashed
2457	趟	3879	98.3935439521	tang4	a time/a trip
2458	帘	3875	98.3955464945	lian2	wine shop sign
2459	帆	3874	98.3975485202	fan1	sail
2460	栖	3867	98.3995469283	qi1/xi1	to roost/to inhabit/to stay/habitat, to roost/to inhabit/to stay/habitat
2461	窜	3865	98.4015443028	cuan4	flee/escape/run away/leap
2462	丸	3847	98.4035323752	wan2	pill
2463	斩	3844	98.4055188973	zhan3	behead/chop
2464	堤	3840	98.4075033522	di1	dike
2465	塌	3839	98.4094872903	ta1	collapse
2466	贩	3837	98.4114701949	fan4	deal in/trade in/to peddle/to sell
2467	厢	3837	98.4134530995	xiang1	box (in theater)/side room
2468	掀	3831	98.4154329033	xian1	lift (cover)
2469	喀	3830	98.4174121904	ka1	(onomat.)
2470	乖	3828	98.4193904439	guai1	(of a child) obedient, well-behaved/clever
2471	谜	3828	98.4213686974	mi2	riddle
2472	捏	3824	98.4233448837	nie1	to pinch (with one's fingers)/to knead/to make up
2473	阎	3823	98.4253205533	yan2	(surname)/gate of village
2474	滨	3811	98.4272900214	bin1	shore/beach/coast/bank
2475	虏	3811	98.4292594896	lu3	take captive
2476	匙	3809	98.4312279242	chi2/shi	spoon
2477	芦	3806	98.4331948084	lu2	rush/reed/Phragmites communis
2478	苹	3805	98.4351611758	pin2/ping2	marsiliaceae/clover fern, (artemisia)/duckweed, apple
2479	卸	3795	98.4371223754	xie4	unload/take off
2480	沼	3791	98.4390815079	zhao3	pond/pool
2481	钥	3772	98.4410308214	yao4/yue4	key, key
2482	株	3771	98.4429796181	zhu1	(a measure word, use with plants)/trunk of tree
2483	祷	3769	98.4449273813	dao3	prayer/pray/supplication
2484	剖	3767	98.4468741109	pou1	to cut
2485	熙	3766	98.4488203237	xi1	prosperous/splendid
2486	哗	3759	98.450762919	hua1/hua2	crashing sound, cat-calling sound/clamor/noise, clamor/noise
2487	劈	3759	98.4527055144	pi1/pi3	hack/chop/split open, split in two/divide
2488	怯	3759	98.4546481097	qie4	afraid/rustic
2489	棠	3758	98.4565901882	tang2	cherry-apple
2490	胳	3753	98.4585296828	ge1	armpit
2491	桩	3746	98.4604655599	zhuang1	item/stump/stake/pile
2492	瑰	3744	98.4624004035	gui1	(semi-precious stone)/extraordinary
2493	娱	3740	98.4643331799	yu2	amuse
2494	娶	3733	98.4662623388	qu3	take a wife
2495	沫	3731	98.4681904641	mo4	foam/suds
2496	嗓	3724	98.470114972	sang3	throat/voice
2497	蹲	3720	98.4720374127	dun1	crouch/squat
2498	焚	3718	98.4739588198	fen2	burn
2499	淘	3718	98.4758802269	tao2	cleanse/eliminate/to clean out/to wash
2500	嫩	3707	98.4777959494	nen4	tender/soft
2501	韵	3705	98.4797106384	yun4	rhyme
2502	衬	3700	98.4816227434	chen4	give alms/underwear/to line/lining/contrast/assist
2503	匈	3700	98.4835348484	xiong1	Hungary/thorax/chest
2504	钧	3698	98.4854459198	jun1	30 catties/great/your (hon.)
2505	竖	3698	98.4873569912	shu4	(straight down character stroke)/to erect/vertical
2506	峻	3688	98.4892628948	jun4	steep
2507	豹	3683	98.4911662144	bao4	leopard/panther
2508	捞	3681	98.4930685005	lao1	fish up
2509	菊	3676	98.4949682027	ju2	chrysanthemum
2510	鄙	3670	98.4968648041	bi3	rustic/low/base/mean
2511	魄	3664	98.4987583049	po4	soul
2512	兜	3663	98.5006512888	dou1	pocket
2513	哄	3660	98.5025427224	hong1/hong3/hong4	resound with laughter, deceive/coax, have a hilarious time/riot
2514	颖	3658	98.5044331224	ying3	clever/gifted
2515	镑	3657	98.5063230057	bang4	pound (sterling)
2516	屑	3655	98.5082118553	xie4	crumbs/filings/worth while
2517	蚁	3653	98.5100996714	yi3	ant
2518	壶	3652	98.5119869707	hu2	pot/(a measure word)
2519	怡	3649	98.5138727197	yi2	harmony/pleased
2520	渗	3647	98.5157574351	shen4	to seep/to ooze/to horrify
2521	秃	3640	98.517638533	tu1	bald/blunt
2522	迦	3637	98.5195180805	jia1	Buddha/Shakyamuni
2523	旱	3636	98.5213971112	han4	drought
2524	哟	3635	98.5232756252	yo/yo1	(interj) Oh, sound made when expressing surprise/(idiom) used at end of sentence as an exclamation
2525	咸	3627	98.5251500049	xian2	all/in all cases/salty, salty
2526	焉	3626	98.5270238678	yan1	where/how
2527	谴	3619	98.5288941132	qian3	punishment/scold
2528	宛	3619	98.5307643586	wan3	(surname)/similar/winding
2529	稻	3607	98.5326284026	dao4	paddy/rice
2530	铸	3604	98.5344908962	zhu4	cast metals/to coin (money)
2531	锻	3596	98.5363492555	duan4	forge/wrought/to discipline
2532	伽	3596	98.5382076149	qie2/ga1	(phonetic)
2533	詹	3595	98.5400654575	zhan1	(surname)/excellent/verbose
2534	毙	3588	98.5419196825	bi4	die violently
2535	恍	3584	98.5437718404	huang3	disappointed/flurried/indistinct
2536	贬	3580	98.5456219312	bian3	to diminish/to demote/reduce or devaluate/disparage/censure/depreciate
2537	烛	3578	98.5474709884	zhu2	candle
2538	骇	3577	98.5493195289	hai4	astonish/startle
2539	芯	3568	98.5511634182	xin1	lamp pith/core
2540	汁	3564	98.5530052404	zhi1	juice
2541	桓	3551	98.5548403445	huan2	(surname)/Sapindus mukurosi
2542	坊	3546	98.5566728645	fang1	subdivision of a city
2543	驴	3532	98.5584981496	lu:2/lv2	donkey
2544	朽	3526	98.560320334	xiu3	rotten
2545	靖	3521	98.5621399345	jing4	pacify/quiet
2546	佣	3517	98.5639574678	yong1/yong4	hire/servant, commission (for middleman)
2547	汝	3503	98.5657677661	ru3	thou
2548	碌	3497	98.5675749637	lu4	laborious/small stone/to record/to tape/to write down/to hire/to employ
2549	迄	3496	98.5693816446	qi4	as yet/until
2550	冀	3487	98.5711836743	ji4	Hebei/to hope
2551	荆	3479	98.5729815698	jing1	(surname)/thorns/brambles
2552	崔	3476	98.5747779149	cui1	(surname)/high mountain/precipitous
2553	雁	3474	98.5765732265	yan4	wild goose
2554	绅	3472	98.5783675045	shen1	member of gentry
2555	珊	3465	98.580158165	shan1	coral
2556	榜	3458	98.581945208	bang3	a notice or announcement/a list of names/public roll of successful examinees
2557	诵	3447	98.5837265663	song4	read aloud
2558	傍	3444	98.5855063743	bang1/bang4	near (approaching), near/nestle
2559	彦	3437	98.5872825649	yan4	accomplished/elegant
2560	醇	3433	98.5890566882	chun2	rich/pure/good wine/sterols
2561	笛	3409	98.5908184087	di2	flute
2562	禽	3408	98.5925796125	qin2	birds/fowl
2563	勿	3400	98.5943366819	wu4	do not
2564	娟	3385	98.5960859996	juan1	beautiful/graceful
2565	瞄	3383	98.5978342837	miao2	to aim
2566	幢	3376	98.5995789503	chuang2/zhuang4	(measure word for houses)/tents
2567	寇	3354	98.6013122477	kou4	bandit
2568	睹	3346	98.6030414107	du3	observe/see
2569	贿	3346	98.6047705738	hui4	bribe/bribery
2570	踩	3343	98.6064981865	cai3	step upon/tread on/stamp
2571	霆	3342	98.6082252824	ting2	clap of thunder
2572	呜	3341	98.6099518616	wu1	(onomat. for humming)
2573	拱	3339	98.6116774071	gong3	fold hands in salute/to arch
2574	妃	3338	98.6134024359	fei1	imperial concubine
2575	蔑	3330	98.6151233304	mie4	belittle/nothing
2576	谕	3330	98.6168442249	yu4	order (from above)
2577	缚	3326	98.6185630523	fu2/fu4	to bind/to tie
2578	诡	3323	98.6202803293	gui3	sly/crafty
2579	篷	3315	98.621993472	peng2	sail
2580	淹	3315	98.6237066147	yan1	drown/submerge
2581	腕	3314	98.6254192406	wan4	wrist
2582	煮	3313	98.6271313498	zhu3	to cook/to boil
2583	倩	3311	98.6288424254	qian4	niece/plagiarize/winsome
2584	卒	3306	98.630550917	cu4/zu2	abruptly/hurriedly, die/soldier
2585	勘	3303	98.6322578583	kan1	to investigate/to survey/to collate
2586	馨	3281	98.6339534304	xin1	fragrant
2587	逗	3271	98.6356438345	dou4	linger
2588	甸	3270	98.6373337219	dian4	imperial domain/suburb
2589	贱	3270	98.6390236093	jian4	inexpensive/lowly
2590	炒	3260	98.6407083289	chao3	saute/pan-fry/to fry/fried
2591	灿	3254	98.6423899477	can4	glorious/bright/brilliant/lustrous/resplendent
2592	敞	3248	98.6440684658	chang3	spacious/uncovered
2593	蜡	3246	98.6457459504	la4	candle/wax
2594	囚	3242	98.6474213678	qiu2	prisoner
2595	栗	3240	98.6490957516	li4	afraid/trembling, (surname)/chestnut
2596	辜	3235	98.6507675515	gu1	(surname)/crime/sin
2597	垫	3233	98.6524383178	dian4	pad/cushion/mat
2598	妒	3228	98.6541065003	du4	jealous
2599	魁	3227	98.6557741659	kui2	chief/head
2600	谣	3219	98.6574376972	yao2	popular ballad/rumor
2601	寞	3217	98.659100195	mo4	lonesome
2602	蜀	3208	98.6607580417	shu3	Sichuan
2603	甩	3208	98.6624158884	shuai3	fling
2604	涯	3206	98.6640727016	ya2	border/horizon/shore
2605	枕	3206	98.6657295147	zhen3	pillow
2606	丐	3201	98.6673837439	gai4	beg for alms/beggar
2607	泳	3198	98.6690364228	yong3	swimming/to swim
2608	奎	3194	98.6706870345	kui2	name of constellation/stride
2609	泌	3192	98.6723366127	bi4/mi4	secrete/pour off
2610	逾	3189	98.6739846405	yu2	exceed/jump over, to exceed/to go beyond/to jump over
2611	叮	3188	98.6756321515	ding1	sting (of mosquito)/to ask
2612	黛	3187	98.6772791457	dai4	umber-black dye for painting the eyebrow
2613	燥	3171	98.6789178714	zao4	dry/parched/impatient
2614	掷	3170	98.6805560802	zhi4	toss
2615	藉	3169	98.6821937723	ji2/jie4	in disorder, by means of
2616	枢	3169	98.6838314644	shu1	hinge/pivot
2617	憎	3169	98.6854691565	zeng1	detest
2618	鲸	3158	98.687101164	jing1	whale
2619	弘	3153	98.6887305875	hong2	great/liberal
2620	倚	3149	98.6903579439	yi3	to lean on/rely upon
2621	侮	3144	98.6919827163	wu3	insult
2622	藩	3138	98.6936043881	fan1	
2623	拂	3135	98.6952245095	fu2	brush away
2624	鹤	3133	98.6968435973	he4	crane
2625	蚀	3131	98.6984616516	shi2	eat up slowly/eclipse
2626	浆	3130	98.7000791891	jiang1/jiang4	broth/serum/to starch, starch paste
2627	芙	3130	98.7016967265	fu2	lotus
2628	垃	3127	98.7033127136	la1	
2629	烤	3125	98.7049276672	kao3	to roast/bake/to broil
2630	晒	3124	98.7065421039	shai4	to sun
2631	霜	3119	98.7081539568	shuang1	frost
2632	剿	3112	98.7097621921	chao1/jiao3	destroy (bandits), destroy (bandits)
2633	蕴	3110	98.7113693939	yun4	bring together/collect
2634	圾	3102	98.7129724614	ji1	
2635	绸	3098	98.7145734617	chou2	(light) silk
2636	屿	3098	98.7161744621	yu3	islet
2637	氢	3092	98.7177723617	qing1	hydrogen
2638	驼	3084	98.7193661271	tuo2	humpback
2639	妆	3083	98.7209593756	zhuang1	adornment/adorn
2640	捆	3079	98.7225505571	kun3	a bunch/tie together/bundle
2641	铅	3075	98.7241396714	qian1	lead (metal)
2642	逛	3074	98.7257282689	guang4	to stroll/to visit
2643	淑	3069	98.7273142824	shu1	
2644	榴	3068	98.7288997792	liu2	pomegranate
2645	丙	3055	98.7304785578	bing3	the third of the ten heavenly stems/the third position/third/number three
2646	痒	3055	98.7320573364	yang3	to itch/to tickle
2647	钞	3049	98.7336330143	chao1	money/paper money
2648	蹄	3045	98.735206625	ti2	hoof/pork shoulder
2649	犬	3042	98.7367786854	quan3	dog
2650	躬	3037	98.7383481618	gong1	body/oneself/personally/to bow
2651	昼	3036	98.7399171215	zhou4	daytime
2652	藻	3035	98.7414855644	zao3	(aquatic grasses)/elegant
2653	蛛	3033	98.7430529737	zhu1	spider
2654	褐	3032	98.7446198662	he4	
2655	颊	3025	98.7461831413	jia2	cheeks
2656	奠	3020	98.7477438324	dian4	libation
2657	募	3018	98.7493034899	mu4	canvass for contributions/to recruit/to collect/to raise
2658	耽	3005	98.7508564292	dan1	indulge/delay
2659	蹈	3004	98.7524088518	dao3	tread on/trample/stamp/fulfill
2660	陋	2995	98.7539566233	lou4	low/humble/plain/ugly/mean/vulgar
2661	侣	2994	98.755503878	lu:3/lv3	companion
2662	魅	2991	98.7570495823	mei4	demon/magic/to charm
2663	岚	2988	98.7585937363	lan2	mist/name of a mountain
2664	侄	2987	98.7601373735	zhi2	nephew, nephew (of the same surname)
2665	虐	2979	98.7616768764	nue4	oppressive/tyrannical
2666	堕	2977	98.7632153457	duo4	degenerate/fall
2667	陛	2976	98.7647532983	bi4	the steps to the throne
2668	莹	2973	98.7662897005	ying2	luster of gems
2669	荫	2972	98.7678255859	yin4/yin1	shade
2670	狡	2971	98.7693609546	jiao3	crafty/cunning/sly
2671	阀	2970	98.7708958064	fa2	clique/valve
2672	绞	2963	98.7724270408	jiao3	hang (a criminal)/to turn/to twist/to wind
2673	膏	2958	98.7739556912	gao1	ointment/paste
2674	垮	2958	98.7754843416	kua3	collapse
2675	茎	2956	98.7770119585	jing1	stalk/stem
2676	缅	2945	98.7785338907	mian3	Burma/distant
2677	喇	2939	98.7800527222	la1/la3	(onomat.), (phonetic)
2678	绒	2929	98.7815663859	rong2	velvet/woolen
2679	搅	2922	98.783076432	jiao3	to disturb/to annoy/to mix/to stir
2680	凳	2921	98.7845859614	deng4	bench/stool
2681	梭	2913	98.7860913565	suo1	shuttle
2682	丫	2912	98.7875962348	ya1	slave girl
2683	姬	2909	98.7890995628	ji1	(surname)/women
2684	诏	2907	98.7906018572	zhao4	imperial order
2685	钮	2906	98.7921036348	niu3	(surname)/button
2686	棺	2901	98.7936028284	guan1	coffin
2687	耿	2899	98.7951009885	geng3	(surname)/bright
2688	缔	2897	98.7965981151	di4	closely joined/connection/knot
2689	懈	2893	98.7980931745	xie4	lax/negligent
2690	嫉	2892	98.7995877171	ji2	jealousy/be jealous of
2691	灶	2891	98.8010817429	zao4	kitchen stove
2692	匀	2890	98.802575252	yun2	even/evenly (divided)/uniform
2693	嗣	2889	98.8040682442	si4	to connect, inherit/descendants, heirs
2694	鸽	2886	98.8055596861	ge1	pigeon/dove
2695	澡	2882	98.8070490609	zao3	bath
2696	凿	2880	98.8085374021	zao2/zuo4	chisel, chisel
2697	纬	2874	98.8100226425	wei3	latitude
2698	沸	2860	98.811500648	fei4	boil
2699	畴	2858	98.8129776199	chou2	arable fields/cultivated field/class/category
2700	刃	2858	98.8144545918	ren4	edge of blade
2701	遏	2849	98.8159269127	e4	to stop/check
2702	烁	2847	98.8173982	shuo4	bright/luminous
2703	嗅	2843	98.8188674201	xiu4	sense of smell
2704	叭	2842	98.8203361235	ba1	denote a sound or sharp noise (gunfire, etc.)
2705	熬	2841	98.82180431	ao1/ao2	to boil/stew/to simmer, endure/to boil
2706	瞥	2840	98.8232719798	pie1	blink/glance
2707	骸	2836	98.8247375825	hai2	bones of the body
2708	奢	2835	98.8262026683	she1	extravagant
2709	拙	2833	98.8276667206	zhuo2/zhuo1	awkward/clumsy/dull/inelegant/(polite) my
2710	栋	2830	98.8291292225	dong4	roof beam
2711	毯	2827	98.8305901741	tan3	blanket/rug
2712	桐	2821	98.832048025	tong2	Aleurites cordata
2713	砂	2820	98.833505359	sha1	sand/gravel/granule
2714	莽	2816	98.834960626	mang3	Illicium anisatum/rude
2715	泻	2816	98.8364158929	xie4	to flow (out) swiftly/diarrhea
2716	坪	2815	98.8378706431	ping2	a plain
2717	梳	2806	98.8393207422	shu1	comb
2718	杉	2805	98.8407703245	sha1/shan1	fir, (pine)
2719	晤	2805	98.8422199068	wu4	meet (socially)
2720	稚	2803	98.8436684555	zhi4	infantile/young
2721	蔬	2799	98.8451149371	shu1	vegetables
2722	蝇	2761	98.8465417809	ying2	fly/musca
2723	捣	2753	98.8479644903	dao3	pound/beat/hull/attack/disturb/stir
2724	顷	2753	98.8493871998	qing3	100 mu/a short while ago/a 'ching' (unit of area)/approx. (with dates)/a short while
2725	麽	2751	98.8508088757	mo2/me	dimi.
2726	尴	2748	98.8522290013	gan1	embarrassed/ill at ease
2727	镖	2744	98.8536470597	biao1	a throwing weapon/dart
2728	诧	2743	98.8550646013	cha4	surprised/to wander/to be astonished
2729	尬	2743	98.8564821429	ga4	in an embarrassing situation
2730	硫	2742	98.8578991678	liu2	sulfur
2731	嚼	2739	98.8593146422	jiao2/jue2	to chew, to chew
2732	羡	2739	98.8607301167	xian4	to envy
2733	沦	2738	98.8621450744	lun2	perish
2734	沪	2737	98.8635595153	hu4	Shanghai
2735	旷	2731	98.8649708555	kuang4	waste/wilderness
2736	彬	2724	98.8663785782	bin1	ornamental/refined
2737	芽	2717	98.8677826835	ya2	bud/sprout
2738	狸	2715	98.8691857551	li2	(dog)/wild cat
2739	冥	2715	98.8705888267	ming2	dark/deep
2740	碳	2711	98.8719898312	tan4	carbon
2741	咧	2707	98.8733887686	lie1/lie3	child's cry, draw back corners of mouth
2742	惕	2698	98.8747830549	ti4	fearful/respectful
2743	暑	2697	98.8761768244	shu3	heat/hot weather/summer heat
2744	咯	2694	98.8775690436	ge1/lo/luo4	(phonetic), part. indicating obviousness, cough (blood)/to argue/debate
2745	萝	2694	98.8789612627	luo2	radish
2746	汹	2684	98.880348314	xiong1	scared, nervous, torrential rush/tumultuous
2747	腥	2677	98.8817317478	xing1	fishy (smell)
2748	窥	2673	98.8831131145	kui1	peep/pry into
2749	俺	2671	98.8844934476	an3	I (northern dialects)
2750	潭	2665	98.88587068	tan2	(surname)/deep
2751	崎	2662	98.887246362	qi2	mountainous
2752	麟	2659	98.8886204937	lin2	female unicorn
2753	捡	2653	98.8899915246	jian3	pick up/collect/gather
2754	拯	2650	98.8913610052	zheng3	to raise/to aid/to support/to save/to rescue
2755	厥	2650	98.8927304858	jue2	his/its
2756	澄	2649	98.8940994497	cheng2/deng4	clear and still water, clear/limpid/clarify/purify/(a surname), settle (liquid)
2757	萎	2647	98.8954673799	wei1/wei3	spiritless/withered, wither
2758	哉	2647	98.8968353102	zai1	(exclamatory or interrog. part.)
2759	涡	2644	98.8982016901	guo1/wo1	name of a river, eddy/whirlpool
2760	滔	2642	98.8995670364	tao1	overflow/torrent-dash
2761	暇	2641	98.9009318659	xia2	leisure
2762	溯	2639	98.9022956619	su4	go upstream/trace the source
2763	鳞	2635	98.9036573907	lin2	scales (of fish)
2764	酿	2633	98.905018086	niang4	ferment/brew
2765	茵	2631	98.9063777477	yin1	Skimmia japonica/cushion
2766	愕	2631	98.9077374094	e4	startled
2767	瞅	2626	98.9090944871	chou3	to see/look/take a look at
2768	暮	2626	98.9104515649	mu4	evening/sunset
2769	衙	2625	98.9118081259	ya2	(surname)/office/yamen
2770	诫	2614	98.9131590022	jie4	commandment/prohibit
2771	斧	2598	98.91450161	fu3	hatchet
2772	兮	2597	98.915843701	xi1	(part.)
2773	焕	2595	98.9171847584	huan4	brilliant/lustrous
2774	棕	2590	98.9185232319	zong1	palm
2775	佑	2589	98.9198611886	you4	bless/protect, protect
2776	嘶	2587	98.9211981118	si1	hiss/neigh
2777	妓	2582	98.922532451	ji4	prostitute
2778	喧	2579	98.9238652398	xuan1	clamor/noise, clamor/noise/deceitful
2779	蓉	2578	98.9251975119	rong2	lotus
2780	删	2577	98.9265292672	shan1	to delete
2781	樱	2572	98.9278584386	ying1	cherry
2782	伺	2570	98.9291865764	ci4/si4	wait on, to watch/to wait/to examine/to spy
2783	嗡	2565	98.9305121302	weng1	-oin (chem.) as in anisoin
2784	娥	2557	98.9318335498	e2	good/beautiful
2785	梢	2555	98.9331539359	shao1	tip of branch
2786	坝	2552	98.9344727715	ba4	dam/dyke/embankment
2787	蚕	2549	98.9357900568	can2	silkworm
2788	敷	2548	98.9371068253	fu1	announce/apply
2789	澜	2539	98.9384189428	lan2	swelling water
2790	杏	2538	98.9397305435	xing4	apricot
2791	绥	2529	98.9410374931	sui2	pacify
2792	冶	2525	98.9423423755	ye3	smelt
2793	庇	2523	98.9436462244	bi4	to protect/cover/shelter/hide or harbor
2794	挠	2523	98.9449500733	nao2	to scratch
2795	搂	2512	98.9462482376	lou1/lou3	graft (money)/solicit/to gather/to collect, to hug/to embrace
2796	倏	2505	98.9475427844	shu1	sudden/abrupt
2797	聂	2503	98.9488362975	nie4	(surname)/whisper
2798	婉	2503	98.9501298107	wan3	graceful/tactful
2799	噪	2501	98.9514222904	zao4	chirp/mixture of voices/noise/buzzing/clamor, disturbance/noise of crowd
2800	稼	2500	98.9527142532	jia4	sow grain
2801	鳍	2491	98.954001565	qi2	fins/supporting surfaces
2802	菱	2489	98.9552878432	ling2	Trapa natans/water caltrop
2803	盏	2486	98.956572571	zhan3	M for lamp, wine cup
2804	匿	2479	98.9578536814	ni4	to hide
2805	吱	2478	98.9591342749	zi1	(phonetic)
2806	寝	2475	98.9604133181	qin3	lie down
2807	揽	2474	98.9616918446	lan3	monopolize/seize
2808	髓	2474	98.962970371	sui3	marrow
2809	秉	2472	98.9642478638	bing3	(surname)/to grasp/hold/maintain
2810	哺	2466	98.965522256	bu1/bu3	evening meal, feed
2811	矢	2466	98.9667966481	shi3	arrow/dart
2812	啪	2452	98.9680638053	pa1	syllable
2813	帜	2452	98.9693309624	zhi4	flag
2814	邵	2445	98.9705945021	shao4	(surname)/place name
2815	嗽	2438	98.9718544242	sou4	cough
2816	挟	2438	98.9731143464	jia1/xie2	hold between, clasp under the arm/coerce
